Unnamed: 0,ds,y,unique_id
4075564,2020-07-07 16:00:00,124.0,124
7822178,2020-12-16 08:00:00,50.0,238
7787539,2020-10-02 00:00:00,119.0,237
2664942,2020-08-22 23:00:00,358.0,81
2692559,2020-01-18 17:00:00,247.0,82
4011225,2020-08-31 19:00:00,233.0,122
2437821,2020-12-13 07:00:00,8.0,74
1416879,2020-08-02 18:00:00,359.0,43
1780787,2020-11-26 01:00:00,99.0,54
1845125,2020-10-01 21:00:00,105.0,56
6545262,2021-05-10 21:00:00,176.0,199
4732297,2020-07-12 09:00:00,34.0,144
1775088,2020-04-02 14:00:00,13.0,54
5912600,2020-05-06 04:00:00,42.0,180
7563342,2021-05-24 04:00:00,10.0,230
7394582,2020-11-13 07:00:00,18.0,225
1942299,2020-08-07 22:00:00,1356.0,59
760756,2020-08-23 11:00:00,18.0,23
2825676,2020-04-02 10:00:00,28.0,86
4112049,2020-12-06 22:00:00,125.0,125
7721876,2020-10-01 23:00:00,74.0,235
330529,2020-04-02 19:00:00,565.0,10
2826023,2020-04-16 21:00:00,112.0,86
3164302,2021-06-06 06:00:00,4.0,96
559197,2020-02-14 22:00:00,11.0,17
734047,2021-05-05 13:00:00,91.0,22
4076089,2020-07-29 13:00:00,55.0,124
7783241,2020-04-05 22:00:00,22.0,237
3385108,2020-05-26 19:00:00,225.0,103
5165412,2021-04-01 09:00:00,6.0,157
2304913,2020-10-08 07:00:00,13.0,70
7654027,2020-07-02 20:00:00,57.0,233
2604459,2021-03-26 18:00:00,388.0,79
1057269,2020-10-05 13:00:00,669.0,32
6208042,2020-05-04 15:00:00,19.0,189
6648,2020-10-04 08:00:00,5.0,0
7586808,2020-04-28 23:00:00,7.0,231
132031,2020-01-30 19:00:00,506.0,4
6933972,2020-10-03 15:00:00,177.0,211
6672839,2020-12-05 18:00:00,152.0,203
3491562,2021-04-23 12:00:00,88.0,106
667697,2021-04-06 21:00:00,297.0,20
295527,2020-01-03 08:00:00,179.0,9
307820,2021-05-29 13:00:00,279.0,9
4369895,2020-05-20 20:00:00,15.0,133
3845201,2020-06-14 22:00:00,59.0,117
5483006,2020-01-10 21:00:00,178.0,167
3815461,2020-10-21 17:00:00,1965.0,116
2699929,2020-11-20 19:00:00,147.0,82
306900,2021-04-21 05:00:00,226.0,9
3032038,2021-04-28 02:00:00,69.0,92
6938260,2021-03-31 07:00:00,51.0,211
3125510,2020-09-30 21:00:00,228.0,95
897316,2021-03-29 15:00:00,23.0,27
6801337,2020-08-10 00:00:00,285.0,207
1850530,2021-05-15 02:00:00,57.0,56
7461930,2021-01-22 13:00:00,67.0,227
398956,2020-07-27 00:00:00,716.0,12
569280,2021-04-10 01:00:00,18.0,17
2663969,2020-07-13 10:00:00,26.0,81
7395513,2020-12-22 02:00:00,151.0,225
6381099,2021-05-10 13:00:00,94.0,194
6939863,2021-06-06 02:00:00,24.0,211
3480926,2020-02-05 08:00:00,10.0,106
4736613,2021-01-08 05:00:00,135.0,144
1189998,2020-12-03 02:00:00,1178.0,36
7725693,2021-03-10 00:00:00,157.0,235
3654252,2021-02-21 11:00:00,4.0,111
3224523,2020-10-22 13:00:00,96.0,98
5125284,2020-06-01 08:00:00,2.0,156
4038658,2020-01-19 21:00:00,375.0,123
830055,2021-01-22 00:00:00,252.0,25
5954452,2021-05-17 01:00:00,177.0,181
6240036,2020-03-30 18:00:00,122.0,190
3088444,2020-04-07 10:00:00,15.0,94
3187836,2020-05-14 21:00:00,103.0,97
6763999,2020-02-04 05:00:00,136.0,206
4275945,2020-11-26 03:00:00,926.0,130
7726998,2021-05-03 09:00:00,8.0,235
6710357,2021-06-19 01:00:00,13.0,204
3745881,2020-05-11 11:00:00,38.0,114
7324354,2020-05-07 01:00:00,3.0,223
854727,2020-02-17 01:00:00,517.0,26
4995554,2020-08-06 18:00:00,48.0,152
400041,2020-09-10 05:00:00,359.0,12
2040251,2020-07-16 09:00:00,11.0,62
4142841,2020-09-12 23:00:00,2360.0,126
5976464,2020-02-21 06:00:00,324.0,182
6931507,2020-06-22 22:00:00,209.0,211
1389523,2021-03-18 21:00:00,512.0,42
1456668,2021-05-19 16:00:00,97.0,44
1316575,2020-05-19 07:00:00,15.0,40
6898455,2020-06-13 17:00:00,115.0,210
2567215,2020-09-23 21:00:00,669.0,78
3030652,2021-03-01 08:00:00,5.0,92
236358,2020-09-29 21:00:00,298.0,7
7430269,2021-03-12 07:00:00,11.0,226
6075650,2020-03-21 03:00:00,7.0,185
1153929,2020-07-21 04:00:00,31.0,35
7035214,2021-01-26 04:00:00,63.0,214
1028467,2021-03-22 10:00:00,125.0,31
400925,2020-10-17 01:00:00,778.0,12
1849692,2021-04-10 04:00:00,49.0,56
4445002,2021-06-18 09:00:00,3.0,135
2737630,2021-06-11 17:00:00,18.0,83
3753090,2021-03-07 20:00:00,1251.0,114
2343133,2021-05-20 20:00:00,305.0,71
4530737,2020-01-03 19:00:00,152.0,138
3423832,2021-01-27 08:00:00,100.0,104
2431129,2020-03-09 11:00:00,18.0,74
1774722,2020-03-18 08:00:00,12.0,54
4048220,2021-02-21 07:00:00,29.0,123
1051455,2020-02-06 07:00:00,313.0,32
7819113,2020-08-10 15:00:00,148.0,238
1882189,2021-03-27 06:00:00,24.0,57
7300560,2021-05-18 14:00:00,11.0,222
5199142,2021-05-08 20:00:00,195.0,158
7822927,2021-01-16 13:00:00,110.0,238
5955181,2021-06-16 10:00:00,4.0,181
3878228,2020-06-23 02:00:00,87.0,118
4043687,2020-08-16 10:00:00,10.0,123
98553,2020-01-03 20:00:00,266.0,3
1618989,2021-03-04 06:00:00,202.0,49
7653348,2020-06-04 13:00:00,25.0,233
2299504,2020-02-25 22:00:00,242.0,70
6436025,2020-02-18 05:00:00,704.0,196
5717821,2020-08-06 03:00:00,41.0,174
1584753,2021-01-04 17:00:00,451.0,48
7225638,2020-04-27 18:00:00,33.0,220
3884550,2021-03-13 12:00:00,30.0,118
6701726,2020-06-24 10:00:00,8.0,204
5685123,2020-08-11 16:00:00,465.0,173
2594215,2020-01-24 22:00:00,324.0,79
5721587,2021-01-10 01:00:00,113.0,174
4400013,2020-01-28 19:00:00,159.0,134
3581224,2020-04-20 13:00:00,18.0,109
6905418,2021-03-30 20:00:00,146.0,210
6283019,2021-05-27 18:00:00,18.0,191
1291299,2021-03-30 02:00:00,310.0,39
4565034,2020-03-04 21:00:00,488.0,139
2468181,2020-09-01 08:00:00,27.0,75
6740784,2021-03-10 21:00:00,1013.0,205
4769641,2021-01-16 10:00:00,14.0,145
6083051,2021-01-23 12:00:00,29.0,185
1194513,2021-06-09 05:00:00,46.0,36
5101689,2021-06-21 04:00:00,4.0,155
4106238,2020-04-08 19:00:00,15.0,125
5424280,2020-10-25 21:00:00,257.0,165
1780547,2020-11-16 01:00:00,107.0,54
1422269,2021-03-15 08:00:00,38.0,43
4277737,2021-02-08 19:00:00,1069.0,130
6243248,2020-08-11 14:00:00,470.0,190
1222398,2020-11-15 03:00:00,123.0,37
1318764,2020-08-18 12:00:00,127.0,40
5522281,2020-10-05 09:00:00,2.0,168
7032806,2020-10-17 20:00:00,118.0,214
5851117,2020-10-27 07:00:00,40.0,178
7719926,2020-07-12 17:00:00,168.0,235
4671679,2021-02-07 13:00:00,25.0,142
734624,2021-05-29 14:00:00,105.0,22
6346174,2021-02-12 07:00:00,13.0,193
7823590,2021-02-13 04:00:00,166.0,238
6701796,2020-06-27 08:00:00,4.0,204
1715860,2020-12-26 16:00:00,84.0,52
2073108,2020-07-17 11:00:00,40.0,63
2989195,2020-03-06 22:00:00,203.0,91
471659,2021-05-16 09:00:00,61.0,14
5516180,2020-01-25 04:00:00,86.0,168
763565,2020-12-18 12:00:00,36.0,23
3386968,2020-08-12 07:00:00,43.0,103
6312436,2021-01-05 12:00:00,172.0,192
5259782,2020-10-11 14:00:00,26.0,160
3022490,2020-03-26 06:00:00,3.0,92
4700515,2020-08-25 02:00:00,76.0,143
855711,2020-03-29 01:00:00,191.0,26
6838857,2021-02-21 09:00:00,139.0,208
5094444,2020-08-23 07:00:00,6.0,155
7529485,2021-04-11 10:00:00,19.0,229
7792062,2021-04-08 11:00:00,31.0,237
1094846,2021-04-21 07:00:00,22.0,33
5887561,2021-03-26 20:00:00,89.0,179
2695580,2020-05-23 14:00:00,52.0,82
2396804,2020-01-07 05:00:00,35.0,73
6409515,2020-11-07 14:00:00,86.0,195
2200319,2020-01-28 02:00:00,59.0,67
7555785,2020-07-13 07:00:00,3.0,230
1319410,2020-09-14 10:00:00,27.0,40
7650983,2020-02-27 00:00:00,107.0,233
4079210,2020-12-06 14:00:00,50.0,124
2266247,2020-02-08 04:00:00,86.0,69
465872,2020-09-17 06:00:00,82.0,14
2565831,2020-07-28 05:00:00,137.0,78
5851882,2020-11-28 04:00:00,103.0,178
2240804,2020-12-12 00:00:00,117.0,68
2637624,2021-04-09 16:00:00,660.0,80
7103837,2021-05-29 13:00:00,12.0,216
831606,2021-03-27 15:00:00,457.0,25
4927040,2020-04-09 22:00:00,35.0,150
4803457,2021-02-26 11:00:00,18.0,146
6434990,2020-01-06 02:00:00,1323.0,196
1480772,2020-05-21 01:00:00,39.0,45
3778809,2020-05-15 12:00:00,11.0,115
4771296,2021-03-26 09:00:00,21.0,145
4739219,2021-04-26 19:00:00,329.0,144
6575816,2021-02-05 00:00:00,226.0,200
1188026,2020-09-11 22:00:00,1839.0,36
7787084,2020-09-13 01:00:00,185.0,237
4342232,2020-12-22 04:00:00,42.0,132
5520647,2020-07-29 07:00:00,7.0,168
4344510,2021-03-27 02:00:00,55.0,132
7070116,2021-04-22 11:00:00,34.0,215
2758894,2020-02-15 18:00:00,1386.0,84
6084476,2021-03-23 21:00:00,96.0,185
4702047,2020-10-27 22:00:00,101.0,143
1884189,2021-06-18 14:00:00,1.0,57
7563983,2021-06-19 21:00:00,5.0,230
3688701,2021-04-29 21:00:00,104.0,112
1088015,2020-07-10 16:00:00,68.0,33
470101,2021-03-12 11:00:00,126.0,14
4469440,2020-07-03 16:00:00,503.0,136
5884139,2020-11-04 06:00:00,26.0,179
206265,2021-01-21 23:00:00,588.0,6
3656994,2021-06-15 17:00:00,60.0,111
3525855,2021-06-23 10:00:00,0.0,107
2267923,2020-04-18 00:00:00,39.0,69
2435116,2020-08-22 14:00:00,76.0,74
6179719,2020-11-08 11:00:00,30.0,188
2536881,2021-01-05 22:00:00,66.0,77
3950836,2021-04-08 12:00:00,226.0,120
2957331,2020-04-16 05:00:00,3.0,90
7165073,2020-11-26 03:00:00,552.0,218
897186,2021-03-24 05:00:00,21.0,27
5425054,2020-11-27 03:00:00,35.0,165
1615794,2020-10-22 03:00:00,424.0,49
