gas_label,conc_label,TGS2603_mean,TGS2603_std,TGS2603_max,TGS2603_min,TGS2603_range,TGS2630_mean,TGS2630_std,TGS2630_max,TGS2630_min,TGS2630_range,TGS813_mean,TGS813_std,TGS813_max,TGS813_min,TGS813_range,TGS822_mean,TGS822_std,TGS822_max,TGS822_min,TGS822_range,MQ135_mean,MQ135_std,MQ135_max,MQ135_min,MQ135_range,MQ137_mean,MQ137_std,MQ137_max,MQ137_min,MQ137_range,MQ138_mean,MQ138_std,MQ138_max,MQ138_min,MQ138_range,S2M012_mean,S2M012_std,S2M012_max,S2M012_min,S2M012_range,VOCSP_mean,VOCSP_std,VOCSP_max,VOCSP_min,VOCSP_range,S2SH12_mean,S2SH12_std,S2SH12_max,S2SH12_min,S2SH12_range
ethanol,50ppb,0.34391555555555486,0.008075138954581663,0.3585,0.3295,0.02899999999999997,0.33877888888888624,0.01025551336213785,0.3515,0.3195,0.03199999999999997,1.3312883333333347,0.031166335604302455,1.3845,1.267,0.11750000000000016,0.8288838888888845,0.01790808682594074,0.851,0.792,0.05899999999999994,0.9116122222222156,0.020059970243568245,0.934,0.8775,0.056500000000000106,1.1897883333333326,0.05599489984215842,1.25,1.112,0.1379999999999999,0.6599894444444432,0.002896578388033821,0.6715,0.654,0.01749999999999996,0.8830822222222254,0.002650244340004982,0.89,0.8775,0.012500000000000067,1.1531538888888837,0.0019626898744350405,1.1595,1.1485,0.010999999999999899,3.9286705555555312,0.007034839469243424,3.956,3.918,0.03799999999999981
ethanol,50ppb,0.3469883333333321,0.010990785408190276,0.365,0.3295,0.035499999999999976,0.4362788888888894,0.030069318044384067,0.5075,0.389,0.11849999999999994,1.4880788888888956,0.013187742578659465,1.5345,1.444,0.09050000000000002,0.9493755555555579,0.02017516521265749,0.9975,0.9095,0.08800000000000008,1.039548333333334,0.022256226282398654,1.0915,0.9985,0.09299999999999986,1.1811444444444403,0.05708096805048298,1.2355,1.094,0.14149999999999996,0.6818688888888922,0.00586865770086112,0.692,0.6725,0.019499999999999962,0.8904455555555566,0.0041565653853234625,0.902,0.8825,0.019500000000000073,1.1594305555555466,0.003736963967093893,1.1695,1.1525,0.016999999999999904,3.904836666666662,0.01011360414930749,3.946,3.8885,0.05750000000000011
ethanol,50ppb,0.3489249999999996,0.010987477088839704,0.365,0.3305,0.034499999999999975,0.4510011111111149,0.02858988746798595,0.514,0.4065,0.10750000000000004,1.522874444444444,0.01774892210255228,1.5665,1.4785,0.08800000000000008,0.9483166666666685,0.01674600283981558,0.989,0.9045,0.08450000000000002,1.0505377777777793,0.018447695295846438,1.095,1.0155,0.0794999999999999,1.255191111111109,0.03772585510243445,1.304,1.199,0.10499999999999998,0.7134266666666661,0.010860384687273062,0.7435,0.697,0.0465000000000001,0.8887572222222245,0.0037395339958573802,0.8985,0.8815,0.017000000000000015,1.1558466666666638,0.003619290906609559,1.166,1.1485,0.01749999999999985,3.8991449999999994,0.004505839112874731,3.9265,3.8925,0.03399999999999981
ethanol,50ppb,0.33937055555555445,0.01117900660077835,0.36,0.3245,0.035499999999999976,0.424716111111108,0.03341713160755341,0.503,0.3745,0.1285,1.4403638888888923,0.01764960107792459,1.4855,1.3965,0.08899999999999997,0.8963355555555564,0.01621702336785578,0.94,0.8665,0.0734999999999999,0.9922922222222194,0.020250532107015946,1.0475,0.957,0.09050000000000014,0.9879011111111116,0.07490514890245359,1.0525,0.869,0.1835,0.7129244444444507,0.00166745388815876,0.7175,0.709,0.008500000000000063,0.8727744444444517,0.003345596147213049,0.884,0.8665,0.01749999999999996,1.1405211111111144,0.0028302137510342034,1.15,1.1355,0.014499999999999957,3.92724444444441,0.005019431377957601,3.946,3.918,0.028000000000000025
ethanol,50ppb,0.33860111111110874,0.010788100383132465,0.3525,0.321,0.03149999999999997,0.37063833333333623,0.007850585788476049,0.3905,0.3565,0.03400000000000003,1.3963438888888895,0.01086688733870468,1.4235,1.3585,0.06499999999999995,0.8685783333333398,0.007371847913967471,0.884,0.847,0.03700000000000003,0.9516772222222221,0.00732150432747835,0.9645,0.934,0.03049999999999997,1.0561044444444532,0.0659420130975541,1.117,0.958,0.15900000000000003,0.6986444444444392,0.0016662406863029795,0.7045,0.6955,0.009000000000000008,0.8672561111111267,0.0025320646799025593,0.873,0.862,0.01100000000000001,1.1353655555555495,0.002071427908532425,1.1415,1.1305,0.010999999999999899,3.9267016666666335,0.005625156541031699,3.952,3.918,0.03399999999999981
acetone,100ppb,0.3417094444444421,0.009348040182140468,0.3575,0.317,0.04049999999999998,0.42993499999999857,0.030252638957434522,0.504,0.3785,0.1255,1.4173061111111136,0.01675242657013173,1.448,1.3735,0.07450000000000001,0.9105722222222203,0.014096209323217064,0.9365,0.88,0.056499999999999995,1.001101666666664,0.016126494676635572,1.0325,0.967,0.0655,0.9538811111111086,0.14308619305582856,1.0805,0.7555,0.32500000000000007,0.7302533333333369,0.004286184524466698,0.7385,0.719,0.019500000000000073,0.8739600000000066,0.003660534265802043,0.8825,0.8665,0.015999999999999903,1.1352344444444438,0.0031972266145350588,1.145,1.129,0.016000000000000014,3.93481722222221,0.0164638217196762,4.039,3.9155,0.1234999999999995
acetone,100ppb,0.3394261111111088,0.008984451778791622,0.354,0.3195,0.034499999999999975,0.41703277777777514,0.028544970038628083,0.4835,0.3685,0.11499999999999999,1.40045833333333,0.01672291134608113,1.437,1.3525,0.08450000000000002,0.897991111111109,0.014513113950603803,0.923,0.864,0.05900000000000005,0.9868266666666652,0.01577908108858057,1.0155,0.951,0.06450000000000011,0.9384611111111123,0.14295514696298878,1.068,0.737,0.33100000000000007,0.7292916666666722,0.0074992360722054225,0.7445,0.7155,0.029000000000000026,0.869191111111117,0.003405735177427242,0.8765,0.862,0.014499999999999957,1.1300827777777782,0.002825102368952612,1.1365,1.1245,0.01200000000000001,3.938232222222187,0.016527585208962282,3.99,3.919,0.07100000000000017
acetone,100ppb,0.3357338888888877,0.009295190894512695,0.3515,0.317,0.034499999999999975,0.405394999999998,0.027909055231033705,0.47,0.3585,0.11149999999999999,1.377812222222222,0.016348233528616266,1.415,1.328,0.08699999999999997,0.8823450000000025,0.01417457142209248,0.907,0.8495,0.057499999999999996,0.9712344444444433,0.01597065128506462,0.995,0.934,0.06099999999999994,0.9202900000000023,0.15017735185809794,1.0525,0.708,0.34450000000000003,0.7227511111111179,0.006114713483692773,0.737,0.713,0.02400000000000002,0.8635533333333347,0.003215922193641425,0.8705,0.8545,0.016000000000000014,1.1242438888888902,0.002518865791689399,1.129,1.118,0.010999999999999899,3.9411794444444195,0.0170165367191324,3.9975,3.9215,0.07600000000000007
acetone,100ppb,0.3369949999999999,0.00763655154139906,0.3465,0.311,0.035499999999999976,0.4185427777777752,0.029602892183320233,0.4905,0.3675,0.123,1.37104388888889,0.021003452530712095,1.4125,1.326,0.08650000000000002,0.8986794444444438,0.01920278538020004,0.94,0.858,0.08199999999999996,0.9801327777777759,0.021253780919993085,1.0205,0.934,0.08649999999999991,0.9969983333333303,0.1034661928012127,1.094,0.8595,0.23450000000000004,0.6582666666666666,0.0016282232989093181,0.664,0.654,0.010000000000000009,0.9069227777777765,0.004060293237296967,0.9145,0.897,0.01749999999999996,1.163936666666664,0.003170417077364492,1.172,1.1575,0.014499999999999957,3.903395555555548,0.008378821332000182,3.9315,3.8925,0.039000000000000146
acetone,100ppb,0.3282033333333325,0.01012429915269861,0.344,0.3085,0.035499999999999976,0.4057183333333306,0.0280220121313386,0.4725,0.3585,0.11399999999999999,1.3431716666666695,0.015613837434930727,1.3845,1.3015,0.08299999999999996,0.8772600000000034,0.017224309694279315,0.908,0.8335,0.07450000000000001,0.9594838888888891,0.01849521008227958,0.9925,0.9165,0.07600000000000007,0.9813394444444449,0.1088233688635052,1.0815,0.8325,0.2489999999999999,0.6607544444444446,0.0026504155276363467,0.6665,0.654,0.012499999999999956,0.8981811111111094,0.004227486630360461,0.907,0.8885,0.018500000000000072,1.154928333333333,0.0031399977883927255,1.162,1.1475,0.014499999999999957,3.9136494444444345,0.010630362684427559,3.956,3.8995,0.05649999999999977
acetone,200ppb,0.3226466666666655,0.008851530941029362,0.3355,0.304,0.03150000000000003,0.3202922222222212,0.019392084454905104,0.3465,0.282,0.0645,1.2604611111111108,0.059378967833633445,1.332,1.1575,0.1745000000000001,0.8313161111111157,0.05021827706665366,0.8875,0.753,0.13449999999999995,0.9024894444444491,0.05698555518454976,0.962,0.808,0.15399999999999991,1.0455666666666676,0.17233290457715836,1.2085,0.8165,0.3919999999999999,0.6391338888888949,0.005704298222382527,0.6505,0.6275,0.02300000000000002,0.8873255555555581,0.012575267270065514,0.9035,0.8665,0.03699999999999992,1.1440694444444421,0.00847397386263914,1.156,1.129,0.026999999999999913,3.9000622222222376,0.030918450362841795,3.98,3.868,0.1120000000000001
acetone,200ppb,0.3308855555555552,0.008562496535098869,0.3455,0.3085,0.03699999999999998,0.3999161111111083,0.018364622281528402,0.443,0.365,0.07800000000000001,1.3601211111111091,0.040568355194780435,1.4185,1.2755,0.14300000000000002,0.9005894444444449,0.03508307679593036,0.945,0.8275,0.11749999999999994,0.9844205555555536,0.040003896611902706,1.0325,0.896,0.13649999999999995,1.082841666666665,0.16630227394550134,1.2355,0.862,0.37350000000000005,0.6412716666666639,0.0013183860082186518,0.6455,0.6385,0.007000000000000006,0.9081749999999952,0.009581474457398417,0.9215,0.8885,0.03300000000000003,1.1627050000000039,0.006475245812579876,1.173,1.1485,0.024499999999999966,3.885816111111105,0.028193514155424086,3.951,3.8555,0.09549999999999992
acetone,200ppb,0.3199705555555559,0.008737242745996543,0.333,0.299,0.03400000000000003,0.3445405555555554,0.014311699554413589,0.3675,0.31,0.057499999999999996,1.285134444444446,0.05062342159100121,1.3465,1.189,0.15749999999999997,0.8447383333333385,0.04366853847769326,0.891,0.7655,0.12550000000000006,0.921657777777779,0.04863583607400286,0.9755,0.829,0.14650000000000007,1.0103250000000001,0.1838818889864419,1.178,0.7655,0.4125,0.6368600000000019,0.0027420308775309736,0.6445,0.63,0.014499999999999957,0.8857127777777767,0.011326370559968806,0.902,0.8655,0.03649999999999998,1.1407144444444428,0.007853315805174416,1.1525,1.1255,0.027000000000000135,3.8960244444444325,0.03236633131000701,3.974,3.8605,0.11350000000000016
acetone,200ppb,0.3228733333333316,0.00880404326305691,0.3355,0.304,0.03150000000000003,0.37458611111111445,0.018631680796991686,0.42,0.3405,0.07949999999999996,1.3014544444444471,0.04861173420553039,1.3675,1.211,0.15649999999999986,0.8620177777777782,0.041138704613586805,0.9105,0.786,0.12449999999999994,0.9456849999999959,0.0451445203700786,0.9985,0.8555,0.14300000000000002,0.9760161111111094,0.19482868405170967,1.1525,0.7175,0.43500000000000005,0.6537905555555561,0.002478523243614191,0.6605,0.647,0.013499999999999956,0.8926694444444444,0.010588694690419205,0.907,0.873,0.03400000000000003,1.1465594444444405,0.007461238333489681,1.1585,1.1315,0.027000000000000135,3.8972222222222115,0.03247442678572971,3.9425,3.862,0.0804999999999998
acetone,200ppb,0.32434222222222026,0.008605947268898502,0.338,0.305,0.03300000000000003,0.3786377777777802,0.018382930353865307,0.4245,0.3405,0.08399999999999996,1.3181127777777792,0.045508971069883525,1.387,1.2315,0.15549999999999997,0.867366666666668,0.038336854910705105,0.912,0.791,0.121,0.9514777777777746,0.04347607331184909,1.002,0.8655,0.13649999999999995,1.0003494444444427,0.18499127862242068,1.168,0.758,0.4099999999999999,0.6585672222222264,0.003635730563228683,0.669,0.652,0.017000000000000015,0.8951627777777791,0.01011791058006407,0.9095,0.8765,0.03300000000000003,1.148890555555551,0.0071544057694249074,1.1595,1.134,0.025500000000000078,3.897692222222224,0.03143866595903783,3.9425,3.863,0.0794999999999999
acetone,50ppb,0.3372116666666654,0.009457179959045787,0.3525,0.3195,0.032999999999999974,0.45601000000000286,0.03911767730550694,0.5405,0.3915,0.14899999999999997,1.5490900000000007,0.029086121356336866,1.6115,1.47,0.14149999999999996,0.9611916666666674,0.023210813751353036,1.012,0.9155,0.09650000000000003,1.058945555555557,0.027104311510701338,1.1195,1.0045,0.11499999999999999,1.2086794444444418,0.040854263611609924,1.261,1.1485,0.11249999999999982,0.7198238888888895,0.002812933697699651,0.726,0.713,0.013000000000000012,0.8772272222222279,0.005181889729899618,0.891,0.868,0.02300000000000002,1.1351350000000018,0.0042432753989237225,1.1465,1.1265,0.020000000000000018,3.8681066666666655,0.004754268257751849,3.886,3.8595,0.026499999999999968
acetone,50ppb,0.3346927777777772,0.009139705991840438,0.349,0.317,0.03199999999999997,0.39810000000000123,0.03583448060178921,0.481,0.3405,0.14049999999999996,1.419673888888887,0.020108083957257054,1.4735,1.3695,0.10400000000000009,0.8718527777777787,0.01727976475712937,0.9165,0.8335,0.08299999999999996,0.9655516666666675,0.020800703714057428,1.0155,0.923,0.09250000000000003,0.8775311111111153,0.08736525897943216,0.9535,0.7505,0.20300000000000007,0.7172149999999997,0.00202968183056688,0.7215,0.7115,0.010000000000000009,0.8618361111111066,0.0037126774389154822,0.873,0.8545,0.01849999999999996,1.1240883333333327,0.0028969768725345107,1.133,1.118,0.014999999999999902,3.9155455555555703,0.007486441984029954,3.9315,3.9045,0.027000000000000135
acetone,50ppb,0.3414827777777762,0.010055373525055908,0.36,0.322,0.03799999999999998,0.39984944444444404,0.0283391925259823,0.4635,0.354,0.10950000000000004,1.3770711111111105,0.01940541015309586,1.432,1.3295,0.10250000000000004,0.8770600000000027,0.012978304974071117,0.9105,0.8495,0.06099999999999994,0.9586483333333362,0.014860366658404563,0.996,0.929,0.06699999999999995,0.9216038888888863,0.07116630395215036,0.989,0.8225,0.16649999999999998,0.7231544444444461,0.011750935292431578,0.7495,0.7045,0.04500000000000004,0.8693822222222294,0.004263347088270153,0.8815,0.862,0.019499999999999962,1.1338038888888913,0.004294264442109426,1.145,1.1255,0.019500000000000073,3.951931666666633,0.00854553473393503,3.967,3.94,0.027000000000000135
acetone,50ppb,0.34096333333333173,0.007627092791125844,0.354,0.315,0.03899999999999998,0.4288833333333307,0.03642964680952409,0.51,0.372,0.138,1.354992777777779,0.022792084470407138,1.411,1.3015,0.10949999999999993,0.8907544444444463,0.01744797766766562,0.934,0.8555,0.07850000000000001,0.9735972222222228,0.02093968170870145,1.0305,0.9325,0.09799999999999998,0.9723772222222195,0.053677226528943404,1.0265,0.8985,0.128,0.6310188888888918,0.003168802593495408,0.637,0.6235,0.013499999999999956,0.9130144444444416,0.005491186091488588,0.9275,0.9035,0.02400000000000002,1.1726094444444506,0.00530727694587791,1.188,1.1635,0.024499999999999966,3.9228227777777556,0.007556967576390518,3.984,3.912,0.07200000000000006
acetone,50ppb,0.33956555555555445,0.007313885745030342,0.3515,0.317,0.034499999999999975,0.4182749999999984,0.03906122953489526,0.504,0.36,0.14400000000000002,1.3363055555555567,0.025007964780628087,1.4,1.2805,0.11949999999999994,0.8766633333333329,0.01845002228243153,0.9205,0.8335,0.08699999999999997,0.9608405555555571,0.0222614357558891,1.018,0.919,0.09899999999999998,0.9299738888888879,0.05854769789941364,0.9865,0.851,0.13550000000000006,0.6627222222222218,0.0033558498767170407,0.669,0.6495,0.019500000000000073,0.9079333333333321,0.005964245318749229,0.923,0.897,0.026000000000000023,1.1671266666666695,0.005412337757383594,1.1805,1.1575,0.02300000000000013,3.929302222222199,0.00819707234698636,3.9825,3.918,0.06449999999999978
toluene,100ppb,0.3407777777777757,0.009204501046019432,0.354,0.3235,0.03049999999999997,0.4217188888888869,0.02306005152950033,0.4835,0.383,0.10049999999999998,1.3991127777777776,0.02838604514458859,1.4735,1.3455,0.1280000000000001,0.8726333333333303,0.02326325189841024,0.929,0.8335,0.09550000000000003,0.9632355555555594,0.026757232920843005,1.0255,0.9215,0.10400000000000009,0.9045677777777796,0.019032585086154942,0.93,0.8705,0.0595,0.7124477777777759,0.0023789693276140525,0.7165,0.7065,0.010000000000000009,0.8699350000000058,0.003515591857868459,0.88,0.864,0.016000000000000014,1.1364066666666672,0.002495253271491488,1.144,1.1315,0.012499999999999956,3.9037811111111296,0.020760589771350986,3.9375,3.8815,0.05600000000000005
toluene,100ppb,0.33956555555555346,0.008896543162763467,0.3525,0.3235,0.02899999999999997,0.42225833333332996,0.02579827056003738,0.4855,0.3795,0.10599999999999998,1.3812422222222196,0.02819200429506283,1.4465,1.326,0.12049999999999983,0.8593599999999973,0.024258798174866196,0.9145,0.8205,0.09399999999999997,0.9504794444444448,0.028808937072493965,1.017,0.907,0.10999999999999988,0.8341255555555545,0.022821293960349633,0.8705,0.7945,0.07600000000000007,0.7177077777777779,0.002672108105671468,0.724,0.7105,0.013499999999999956,0.865557777777775,0.0037707198775647414,0.8775,0.8595,0.017999999999999905,1.131962222222223,0.0026093242112673713,1.139,1.1265,0.012499999999999956,3.90849333333331,0.0228280762804636,3.9645,3.884,0.08050000000000024
toluene,100ppb,0.3348299999999982,0.009428914748439135,0.3475,0.317,0.03049999999999997,0.33621722222221995,0.01116376992555011,0.3525,0.3125,0.03999999999999998,1.278833888888891,0.007102223156549811,1.299,1.26,0.038999999999999924,0.8083533333333364,0.003606651263060136,0.819,0.792,0.026999999999999913,0.8856405555555558,0.003601075413789968,0.8935,0.8715,0.02199999999999991,0.8997388888888884,0.016260932694614,0.9205,0.868,0.05249999999999999,0.7127133333333332,0.004357183085944916,0.7215,0.7055,0.016000000000000014,0.8571566666666667,0.0026533856778756253,0.862,0.852,0.010000000000000009,1.1242249999999936,0.002830623704337176,1.129,1.118,0.010999999999999899,3.933529999999971,0.02116321992934397,3.967,3.9105,0.05650000000000022
toluene,100ppb,0.3330055555555551,0.009740948631776778,0.3475,0.315,0.03249999999999997,0.395269444444445,0.02966503571775708,0.4675,0.344,0.12350000000000005,1.316971111111111,0.034945644282528075,1.387,1.2575,0.12949999999999995,0.8343627777777792,0.02595503169063232,0.8935,0.792,0.10149999999999992,0.9212983333333327,0.0317092634116769,0.99,0.873,0.11699999999999999,0.773755,0.023767758915995665,0.8095,0.726,0.08350000000000002,0.7162205555555554,0.006661537170138442,0.7285,0.7045,0.02400000000000002,0.8549461111111082,0.00455937817262265,0.8665,0.847,0.019500000000000073,1.1202200000000044,0.0032654657656553104,1.129,1.1145,0.014499999999999957,3.9371677777777623,0.021335577110012306,3.973,3.9145,0.058499999999999996
toluene,100ppb,0.32600833333333196,0.009174704809056975,0.339,0.306,0.03300000000000003,0.4035488888888866,0.025922273753342124,0.466,0.3575,0.10850000000000004,1.2787644444444461,0.02910160480917055,1.354,1.223,0.131,0.8119466666666684,0.022206729210359218,0.8655,0.775,0.09050000000000002,0.8919544444444476,0.026692011543660615,0.9535,0.8495,0.10399999999999998,0.7571077777777735,0.010055708470292198,0.775,0.7435,0.03149999999999997,0.663371666666666,0.005619453067494895,0.675,0.654,0.02100000000000002,0.8824133333333366,0.004160827909069146,0.896,0.875,0.02100000000000002,1.1420477777777789,0.002884141612249033,1.151,1.1365,0.014499999999999957,3.904172222222232,0.02607187300000517,3.941,3.875,0.06599999999999984
toluene,200ppb,0.32373666666666506,0.008902408538018094,0.3365,0.3015,0.03500000000000003,0.37888000000000255,0.01853484825942744,0.4295,0.3455,0.08400000000000002,1.2360849999999999,0.028286858894389623,1.3015,1.178,0.12350000000000017,0.8028788888888889,0.01819536872970358,0.8485,0.769,0.07950000000000002,0.8741594444444438,0.02349186312374331,0.93,0.835,0.09500000000000008,0.7745633333333302,0.01155452725125524,0.792,0.759,0.03300000000000003,0.6599061111111143,0.005194207926879162,0.6715,0.652,0.019499999999999962,0.8817950000000035,0.0035049849421138206,0.891,0.875,0.016000000000000014,1.1405333333333338,0.0031080540535840025,1.1475,1.133,0.014499999999999957,3.884931111111128,0.04063627592419916,3.958,3.842,0.1160000000000001
